puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,region,league
I2JlCBTj8x4kv5EqHnb3ZDPcJeYximzrcawo_JF44VgKXY0X7dLtVoxqjfNZOKdK1Pjzpky7VP1WFA,1159,I,171,158,False,False,True,True,kr,grandmaster
KMrEfXeOOFr2_3PFZt0YdxEKV8bv6d-dMCWXw1FWnDAp79vqwdNpgMKGBP3gCIr0lJJiC-9ROXhJEA,1157,I,136,115,False,False,False,False,kr,grandmaster
KQOe13U71PdWCCySaLui1ueL8ihATaYClZrf6fU5-eR8W5c-kaOAjeiQ1Hf7rn6nfAaNKexgsYJWFA,1156,I,186,147,False,False,False,False,kr,grandmaster
PnRM3_rHIJl3X0mjxfeOPziI1YztDTbwFq0E9WjGJ9blP5j380u3JhEb4QTB9CuK8R5b7UyGzGTf2Q,1155,I,196,155,False,False,False,False,kr,grandmaster
Iw-nK78VRmz01m7301pnP9VQuhlsMBZpAYixf50L5UBramQ2MS2E0D-zkdDh5FDi7EtbZZv9RTbC9w,1155,I,160,135,True,False,False,False,kr,grandmaster
-bpDUUflsNwemRgHvc3X3XgRbgzhWy49H1PtxLpxiP3Kcfb6DjH4Bn84Jms347v8YQtZqVmUizIKhA,1155,I,120,99,False,False,True,False,kr,grandmaster
cwBQ6jBzaC52_QCo_dO7gtrCbqad1ir7qFCFXXyFBtr6WIOzGi5SRSYwG0Y3SR8RHGwSrKoAZjsOQQ,1154,I,262,235,False,False,False,False,kr,grandmaster
dfwUSNGqGVnvbxOSSPi91GQBHham6NglQQHuaeRzQN0WLBzv3lwgz_wPJlyaHtG5xjMhdKxoFSFFfw,1154,I,160,124,False,False,True,False,kr,grandmaster
NddZLh1sLXQKppzTBRIHjEtN_7YNhgBP6KYGvztiumHjoMqr5BczHo4k3ZOuKUxvK9fzvj6bY-hmtQ,1154,I,140,108,False,False,True,False,kr,grandmaster
sf2fgTCtdlZOWoXTa3cmLpuntEL_4lIdOO3NznoF3Q9lwckiS9UzDCPDjllPUyTVQgz722_wU-QHog,1153,I,160,134,False,False,False,False,kr,grandmaster
xpzZMzqiuZwHN-HxdgBLIlKMOIaecFCayhoCdCDaykBlKrsd6WkjbsBeAc5Hgldc2QJUfirhA4jy4Q,1153,I,88,60,False,False,False,True,kr,grandmaster
kipHJsHPj_GUWFgSF9K_wTt1BNc95zT3XMy37xTs9ieTB3Z2QafSjftDb1M4_jkGamfSg96plRVF-g,1152,I,116,94,False,False,True,False,kr,grandmaster
9w3pxP-EQ7q2cdajyOYUf3dM2QciNxqWmIytMOlcjOqHxEze5YAtV3xbxs1OVEcE1cl-LL4uMueuhA,1151,I,159,106,False,False,True,False,kr,grandmaster
7kqF9MeHUqTtTGVn5qDgcC8rpTmpMqtWboHjOfXyEgFd_r3Q582wTp9ctH2LCkAEabMgVWMUUnQ93A,1150,I,151,123,False,False,False,True,kr,grandmaster
E4Gu5fDzjwPZp-TEbvAD5C68StExi6Vu6UrAkjjVJ9Tmuem5ots1eUTe2JWR5HUU2uEy5PUMOmGr5w,1149,I,185,158,False,False,False,False,kr,grandmaster
07TUNje4tMBKuyAW2ACAovYDjnPJvNIWoeJ9Llnsg_6DBUQr_6vGeG5oAPQIuCoSKOk0dF9LhauiwQ,1149,I,175,139,False,False,True,False,kr,grandmaster
s937mev8QHizeD8deRaYUEKxzb46Th0XuFuF62vsZnO1iORgtlhFm6qlNn6bBBrrJPqx1D-WJiZH4w,1149,I,104,78,False,False,False,False,kr,grandmaster
Gk95ZmChTgWNLBbXN0vZEsEoiW_v6SPWbdwHoCiZq9H5Q8bov-DHVZa1_bQT3urS6TOZBZC-iGgAUA,1148,I,507,476,False,False,True,False,kr,grandmaster
noFy-CwJNbeI6tB2Oe9eQvUPesC7gCPeuACC-ZzSFE1V-P67NS0fvC7KnE5_FgSbwQTTuLmXN89j0w,1148,I,227,196,False,False,True,False,kr,grandmaster
mH41UPoyvppdxT8nUdyexVfZYDLN_fA2hbLXPgJ4pPdJlv2IX6TpfWID_TnsPpz5jQKNwc_CRMxglQ,1148,I,192,139,False,False,True,False,kr,grandmaster
VvctGS4_a55aBRl-hpsCO43ZL3HagO2bJAzT5XzfQzfuALs9UWQapvgIESTnUCg8YFL_WVbvlKkBfg,1148,I,170,126,False,False,True,False,kr,grandmaster
aiJLq2Mo-ekN5inIfG6olMdIhylsSOQDH3lM3jyEb1q-Vsu8KJZAJU8trH4u8LISHfHwNN-11ah8pA,1148,I,142,125,False,False,True,True,kr,grandmaster
savkkStXuAhBiANYzH1d1UiJxEXe4R_YXkYfKwhfIyiA7VqN3h1rO1DY9st-D0v-aib0S0ihyWCwng,1146,I,328,302,True,False,False,False,kr,grandmaster
6Hi523RQF_Q2-KzxaFATIjbE3VKU2gZ_-inZDzjzGN2QcxtVX6-fv5LhlRZ08pFi_MR9yaKVX1pveg,1146,I,280,251,True,False,False,False,kr,grandmaster
HQ0euXLeWPtXjY7PHw87O3rOTHPgtcZIs7XprDBXc6MaAk1WXDPItd3AWZVsSk2orQT_KGNQTUJ4cg,1146,I,163,122,False,False,False,False,kr,grandmaster
O_h7KL75xFWlQX18elOki29ppeWESF32HtbqUck4fbvrg26zM27na8yh708bg1k-kD4Ufl2o838XWg,1146,I,130,98,False,False,False,False,kr,grandmaster
7zNpmnF4W0coH_LamU8a5kgCd8wbjkXGNY4PXERzLnrzB4iXhI21upxEzjN0yPSVhD45AYmFJpTpug,1146,I,61,38,False,False,True,False,kr,grandmaster
v7CxTM8wryIn6VJFETNSJAGPXEhx03NxMPWad0ZC-IjBaJkLGkQv5OpbtA4vs7XmTlhhTSrP_NHCog,1145,I,362,342,False,False,True,False,kr,grandmaster
7BR2vziWqx3XUY5tJZInDsnRdyKribvxbNVwWG4QPnjnANQh_X6daCg7Ubb2sVjl0BLIkLppTZLJCA,1145,I,298,271,False,False,False,False,kr,grandmaster
IW09cU5iPMW7EwIqvUG2QxRmsZ7ZAkrCAzZtrchJYAEtasIauTlV8-xip-4Jb7bPkajRq_Haxl7l3A,1145,I,131,97,True,False,False,True,kr,grandmaster
Fj3LaThZAFgSHqiveJBmfPkntQFZ8K8vPt6cn-fnmhhxKq3TWAbWhVclcMNW-ej2sdsyGiwU6X02nA,1144,I,273,234,False,False,True,False,kr,grandmaster
SLpex-OgfZtWdTyVv2BUDKFxfZdZrdA9ZJMPHG_y1z_kG8QkadShSTnztAAtEILrioiJVm4D1aTAzA,1144,I,170,131,False,False,True,False,kr,grandmaster
1kc4jcY-VNC8K_M5ac62MsIzLp8A_ZrEt7QMBv0yKmS4oyr7Bg3wwZ0B3hrsPUnZwDDfvUihLHUUBw,1144,I,156,126,False,False,True,False,kr,grandmaster
yipzcTb8AIVXXmDmuVfd8ZWQ1IUkcwNShiy0gj7bBQre3I8awrrNFXx6SuPgP-M4y6-gWGG-wZfTvw,1144,I,137,103,False,False,False,False,kr,grandmaster
YJNJIzsa3dwRH9jjFESH7_wzqrjWgNwuHwIfKHaEK4fTZnr4m98J8FMp806zA4VMgi0RVylTvseuhg,1144,I,99,71,False,False,False,False,kr,grandmaster
3nqqiXt4yvNt_9NQ7BxBCZhyW9_BwMbMDyJAolKMNsq45LpKwVHjOdkCJsJUqWIpXtFwtTcqAY5JSw,1143,I,183,154,False,False,True,False,kr,grandmaster
iRijCq_A7fVwd7gIQz84KYQ905ES_CrCz0TP6ZTp5Yx7wLyq1zVFst0cYEJl4e4C6F6DU2rZ0vKR6Q,1143,I,161,141,False,False,True,False,kr,grandmaster
tZzCLO68nC95KKjkyV05gP45StCCQo5w1vCgpWINY6WJIC8m9_gmZzcG3vYyGCXkOp5oPw76tEo_cg,1143,I,155,139,True,False,False,False,kr,grandmaster
nT8Ugf6j-zOnh77ybbNksb8x0IaqB6Wdb-91Plq_ko1zhMpnExqvRpNT_eTId_aRUgWfHSlRWm-hoA,1143,I,140,116,False,False,False,False,kr,grandmaster
pxJzZh8pEuVSKTaP0G-r4cQqgSQS2b4AqVvmH0fuy1nX6oR10h-fZbh4fHAAWHses74GVkslL951mw,1143,I,127,91,False,False,False,False,kr,grandmaster
MH6DTpjaSPJUe6mG4O6rDlQCq9BbizeMUZkKzuGk1iKJT5UMylbBJITLskGzAUIsTxQNvL2fFS2g8w,1142,I,135,103,False,False,False,False,kr,grandmaster
lXeeXh7IaSiyMCAJfu5ewXXvY47YlheOcMYnZNYFoAlwIWO55ukZBTrEUTPQq0grj5nt40MTCzRtLA,1142,I,131,104,False,False,False,False,kr,grandmaster
Gb1e_3SnG_M-mpxYKRhDiMzUTN32X5nEyJlpcfXJdV4KLBqz6hjUWdHj3imhFJPZc2FZWWCYm7Ec1w,1142,I,111,76,False,False,False,True,kr,grandmaster
9mhHtBWfsvm5DPoaiHm993XzNzNoemmnS0Wm8bZo15zxdoUohyynahAzTodBKvL8aFEdoqPSVLZMxg,1141,I,208,174,False,False,False,False,kr,grandmaster
eJIpiPs_lc7BH-WafW9uBLmHduepaUywet2NxkHPTYQDNtZ4vCnQ8iBjOMeHBuwrHkNUGWf6mdPK7Q,1141,I,156,126,False,False,True,False,kr,grandmaster
ShiZGAT2T99v1XGhedXJRS5MR0eFOtCB7rM5JF0IP60v5PmLiZiZ2Z0LR3pmMZcxRzQvZYaai0Ic-A,1141,I,94,71,False,False,False,False,kr,grandmaster
yOxAuE7M9EGLRn63DRyz7zdt2FMYPKoGOXFwaOaCJZ9PUosiJLrP_IUKqB_3jyXdFS4xgKmo9FzzSQ,1140,I,302,263,False,False,True,False,kr,grandmaster
ZWSy3wcqcGD5REZNKzKH7AFoY2CbeC_HMryxWE1ikhFbb0lvgc2tabBeXWzUrhBegUzw-1QG-2Q1CQ,1140,I,95,60,False,False,False,True,kr,grandmaster
2jALu2SOEmcwJ4oSbUoWxfgooMtkP-ineFyQoGjJXSFZhTwEPL0PZY6xTgbGaeDRIbBANPeNBrRY5w,1139,I,176,145,True,False,False,False,kr,grandmaster
NAVNxwLjl0tsyFnP29mi5-vtuxpZRDzH3V9lTexoMATiN4TNLn2mIzJ2XWgf2NwHNzdO6tTM0Uhn_w,1139,I,176,157,False,False,True,True,kr,grandmaster
gwiKe_L26cLxwO9IKC-9a9tySX2PFD9bFTtnzYj9MSevjQYhAmfsdskxDNhSdptzrOWysnOuOztotg,1139,I,147,112,False,False,False,False,kr,grandmaster
d3H1jgbxEq5OVa1XTgF1uaP_8vWfh0NW7fT9XaCOiGkChY8kx1bTR1Mxy4ePAJSN1cfNCCVHyhY6nA,1139,I,116,115,False,False,False,False,kr,grandmaster
ZDzkf09F_H7QA2TzQ9GVDwqdatdKG451p6bmxwB6CJb-Gtm-06960Vf5oCgg_Ya1vaW3g2m8_RxEeg,1138,I,424,407,False,False,True,False,kr,grandmaster
MBkwmOx_SCpMESyQRpFCZS5PS1ZH5I6YQzW7HmE697eyid9bUljDVQFCO8PChQnwV-aRmlSTPG4HWQ,1138,I,140,115,False,False,False,False,kr,grandmaster
bOrlAhlBi63MGrNBEykzpxKv6FDgB5XoJfsNcUHuCSovynD0_HK80H0YpCmYLSIRtWaK9ePpVpdLXw,1138,I,112,85,False,False,False,True,kr,grandmaster
mJZqJZj0qRzY4N_XG7gA186S3lrgbAjXgKRK1oKOC2CFq0ec2vmMS2unxcWiS11uQ2IWSoJuNqiYgA,1137,I,176,153,True,False,False,False,kr,grandmaster
eEoWsQDKy9v2qk2-mooZ4Ca8aeHcWr2OAVVVYKehA0VfPis7GPz6DGpoy35z8ztId2P5iYkFymO_7Q,1137,I,126,106,False,False,False,False,kr,grandmaster
y1d1n1uRSCjIfck08Wm4jYqrTWW4JL2iq-bmGl9YUn3YzLkmdNqvPHnNCwPHldwfccx65lqj8o_FVg,1137,I,84,46,False,False,False,False,kr,grandmaster
mU71gU4VnFfkim8c_AQRUN0QQdHDFjR63er4Nd49TVvXcGDKY5bjGxNYBz165hMCBtnXtFEnfgt_Pg,1136,I,272,226,False,False,True,False,kr,grandmaster
8KAIoV0zVNMFggo3YjaVTzfZ2IY47LHAekFB6AG_2Htuw_SVFsAks4D6DZar92aPX3fP3_XSl-wPBg,1136,I,210,200,False,False,False,False,kr,grandmaster
ihIyk_qTG2NGl44YMX3-DPKJ7qHQn1s3LRkdiRBKeD8QXhe4pSK2GBqV0sTWr2VsB9y_wiGKB7ImhA,1135,I,309,280,False,False,False,False,kr,grandmaster
U9s3oFuTMbfwkqtCbKjIlgncXvlQgu9cT5Aq-I0hn-PXGsGbW-t5TuSt2Lr1vYFiQrNHA69KwE6B4Q,1135,I,273,237,False,False,True,False,kr,grandmaster
ifcH2teerZJBFkDv2IIulc6ocU7I4DyF9s0sxdkgDX95UMGKdeoIrQahb3mi5OsWcmpdhIEwfBzrWw,1135,I,207,198,False,False,False,True,kr,grandmaster
--VXSw9E1n0mdRoy5uMyDlaY3d4YcpMqOxvOsGFC3Bl_GK0gE8DIqSbj0DYFmj01Z1xgZjYR3F_3gw,1135,I,140,84,False,False,False,False,kr,grandmaster
4aSMmvrNZ19xTh0RQrMswarhPVIOwd_iD2MoAApRe5IY39HLpDPiIKvsUSHOzcm3iBsKdoT1514pKA,1135,I,118,103,False,False,False,False,kr,grandmaster
KUM7E6fwr2nfT1dMC6aPof2EjNyfc9kY7nPuvkeKH1qsAli3UIiCBzpvCIBCERC3XjU7-vtuMQH2yQ,1135,I,78,61,False,False,True,False,kr,grandmaster
uZkiCUQF-h_VbiCdk3vVpFKSeBw-KHS7_yuLZadvD4u-1CW7WvWPVfQl2APyDtRQY6zbE_FLtJU2bQ,1134,I,258,232,False,False,True,False,kr,grandmaster
_Shdd19TKYKBCUWtxnScP7oa_UD4IuC4ZFunAvAy4TU_bAN1iSjX04Ze_PfdCSj-VF1XLUDX9aumLg,1134,I,192,168,True,False,False,False,kr,grandmaster
CKO1fUaPALWaYqxGyL_MosylIN7EVPDDYLAbc39zRoI8llzxbcHA15Ujs8Jh8MDi2nxelK9ehtkEcQ,1134,I,96,55,False,False,False,True,kr,grandmaster
gvr3T-6g5gTryJdtWvIAiKqfcE0pWxkOMlHPH9t6n0B05Znc8WGem9OYrYc2HDJtugsRtKfb_hasyg,1134,I,96,90,True,False,False,False,kr,grandmaster
TTmkT2-AKNUk7dU1Vtxxx07QptuQyEv0-m-fHYGyx0Xsj_Uo-xAVYiA_BEys_XiwD545ub9LoBfjJw,1134,I,80,51,False,False,False,False,kr,grandmaster
mCe963by69ibIiwhhAOFyDkRIKQduncppVu_s5Tj1WOucNacz_nDpmX07e7QUq_BCTqKORptSIG9aw,1133,I,156,123,False,False,False,False,kr,grandmaster
oFemkvY4QvKFrGYuP2reyAM8cR9Rwn5tq-WO9i-3Y2vIt9gZ3NqEZXh3KkSpqIQZiFQchxhj9cD4AQ,1133,I,127,88,False,False,False,False,kr,grandmaster
AGAxfn52gpQokPacSb27iJclVfILDZbO1lH8GgCNLjnhY_VYSxJgCoaSfg0ETPHEgDze8OnDGWILgw,1132,I,184,161,False,False,False,False,kr,grandmaster
_lwl7R5I-UxbbTHFPYcW0l2UsnNjn2yzX5znyYNQj_yg5ByctuDg2P1ZJ1zW9VkJKTmVjuUerMh7NQ,1132,I,174,162,False,False,True,False,kr,grandmaster
L1TIpOhPSCs86sIwG4zgNG8aYk_mRlWAX8oK457n1NBWnDRq-2BdBXBXcChs9hyGujyYby8eCxCOQw,1132,I,161,139,False,False,True,False,kr,grandmaster
AKfRFJy_uz7PjkALwLrU77lNwiB-E_bRpT5wulj1ikNQ_9DzKm5BMlYT-bIe1DRukjH3vywa-3N56w,1132,I,86,75,False,False,True,False,kr,grandmaster
QeBkVc55xwL6a052by2xRr-vcCIifSFcga4fbjSRfvW8SB6F9_T4Vq0rZzUiSDAJu4MjhlE1hMTd1Q,1131,I,310,250,False,False,False,False,kr,grandmaster
bHqw94aHq1iybGBalOyhO0qBwfc6bH-_-LaAHZsfv_lRZz3UO4zPQDqE2UbS8_yMpCud6kDJyVRcMQ,1131,I,270,252,False,False,True,False,kr,grandmaster
_tbq-Z5e0Epanb2IKrwHyhEhVGfIesWFNK9uxwAT3LsZRcft6yq-zgRHPHr9_oH_9C5tJoH0l37TJg,1131,I,222,166,False,False,True,False,kr,grandmaster
D8XsaduHJUz350JH8FN5TKQyA03kpD4jZ_1ta9quGw_BgIXPItuPf9B63I-CFRHo2QXW-f4_9pLH9A,1131,I,201,179,False,False,True,True,kr,grandmaster
7EyeI_xBLBRwpiG_nFJzRRvhmO-x01sKiMtouuTHp3K0HxbEcA0y4AKoKo3h7-4be88JrQtEMKcmFg,1131,I,195,165,False,False,True,False,kr,grandmaster
WxOX_jYduorQLQZhcaWxVrgRxdRMsHT39Moti3Zg3BXznvfyrc-82O3I2tQXzJw2XgSNja6rr0fk_w,1130,I,190,177,False,False,False,False,kr,grandmaster
wNM0Md0SE_mFpYFkFRi8PsQDGCaGUiQZSWdRA2tW0AOvDTjay7iD1K59JEBxxAmI-NwIhsUH524_uw,1130,I,107,69,False,False,True,True,kr,grandmaster
k_z5FeHjygC12x4ogavhMXRslBmplBi8Jl9lXIuzbQn7WKznggHiXOQHEe3hj4N7W5GYMj_piUNMrA,1129,I,242,207,False,False,False,False,kr,grandmaster
IgFwhP9z9s95jZEdyXJZhEsB4IUwsd8eIPBTatXWCiz_GVI3kpvMNYQTxbRdW4QcphLOvO6U4G8x5w,1129,I,79,59,False,False,False,False,kr,grandmaster
mZNmfik2c_7ZOB6ElJ-Orzh9-_9wgGbdG8DXaW6xeycPQ-eonPrmag_Gl-Eh4_OwyEPtmX_gon60gA,1128,I,144,133,False,False,False,False,kr,grandmaster
RHHswLFlALqRtlXL9T-F8Y1bswP8BMEU0cjtTSRaPpidhJMRexKZoAVpodkni9rAo4d4lSF2mjuGjA,1128,I,103,75,False,False,True,True,kr,grandmaster
0ATK9zaDs-saQ4I_oAQyB28aB1NGbO1Zn1aZ9utYxq-GycQMtg8z1CY6mZJUlEp8HrE4oWAM9jD14w,1128,I,89,65,False,False,True,False,kr,grandmaster
UOcaINAtX_9vzofB3b-P3_DuCABlPofMrsM2K0rQdLpDiVm_sK0CI4bw0jjCsjGkCeeeiajg_8RG_Q,1127,I,368,334,True,False,False,False,kr,grandmaster
WvPMPFjceCyOtyaZ_PdlZE4bDxkGF5P8WQp1N5pY505hJjkeflUJrIJyn5WT3lopRFdZ2wTfWvcCxA,1127,I,251,235,False,False,True,False,kr,grandmaster
gm2b1sfzxDTdul2Xc3VOrsN3z-zCUOpm10C_gHMhIEX6r8XN39Xniv1GiUITCxkUeKy_hTA0OIswkQ,1127,I,135,109,False,False,True,False,kr,grandmaster
-0VdqoWUoYDz7BK5k3ottqJQmAyOt_DKpjAOdvhzZR7Xr1WHquxwCoBMhLBQITBe1eSBBFY5th7yRg,1127,I,135,119,False,False,False,False,kr,grandmaster
k4KLPxtl2s_oE5rSD-HaAyxxEP6XVzgkH1_xI_hJBVInZIRK003ysia1tEyyWHaLYwhtixky46uFFQ,1126,I,253,236,False,False,True,False,kr,grandmaster
LSIoduoQNVTaVn-vkA4pMRDj7uhR0WAJGspXuxTq1UyWMiWnYoCb4fv4wRPsmPZtcmMMRSE06C59-g,1126,I,204,175,False,False,False,False,kr,grandmaster
boMBU-apwBB94PrAzehEW7GArmuRQuXiNh7-odONPEKs1uFLFRDxsFE4Dd1tCB0Yb9amSAut7uU9RQ,1126,I,159,135,False,False,True,False,kr,grandmaster
fTQ5k4O9Dj_Vxx2d61bf-N9jAaRmtqyDQIYtU33q9xnmDtIMBBvTJ3Fxy5PmdvMLqGxO2vw4JIxq6Q,1126,I,103,81,False,False,False,True,kr,grandmaster
B4bFtWWo5n_HPLmrwGONT10Rq0yUWXaK5P1s9FJpueSRW54u8_qKNa59-1_ZVcP_Px0D860YqWyNjQ,1126,I,96,80,False,False,False,False,kr,grandmaster
CmrmImE8HCJBq9t5KEuTrRATVO_9bxOJM79MhU03zoqrOc9orrjkdR4Wl-ZZrtu3nd_LxQBOrCicrw,1125,I,138,112,False,False,False,True,kr,grandmaster
y1RT1Egf0o0J1lT89xEmPWFXPsGrGfIpB6qTiD1fW-YFcRnrZMTgibXQhsRAMwelaq8bsP737xoQjw,1125,I,127,105,False,False,True,False,kr,grandmaster
YHMjbRm11Td3VzU5N-k18_2L3c3oWaLd5mryY-LjDZvxkuyFXtZUi9kvuXjXDJ4QOMXY_fohUlyeuQ,1125,I,84,70,False,False,False,True,kr,grandmaster
yEsYqgb6ZgBDjP0pL6i_UTpyP8EsW_S7jpzzfN7ujIagEiCFaC7r5wNmlIehPmcryW41U0OMr5xu7w,1124,I,147,116,False,False,True,True,kr,grandmaster
UDVZHnT0vEauMch_jrhhIGGyA1jq0K_bU7bsk9xv7Aw-UQRHFdxcsrWaJqxuvmtaunaONozq-cgQxA,1123,I,249,225,False,False,True,False,kr,grandmaster
zt0sETlPOTGmgPLIaOeY5aWJ1uqKO71tGOGrLQvhMbAGKzWcKSEgUVa5ScK4UNJcFPfCmin-RNGl0w,1123,I,164,137,False,False,True,False,kr,grandmaster
7dlTQUGRonRykR4KKYC-TmSUiPmTSsxvY00rcAUx3TlGGM7NgKFX-nnxg9dlTsw4MyoOyOB4Z6nGeQ,1123,I,158,152,False,False,False,False,kr,grandmaster
cD-qArlktEOHGgm9HuwBsLwCQxQ9uenartZEEEkoGCL2_dSTVMA5PGrqZlarJaUwGxO2L2CF4_ECjA,1123,I,139,109,False,False,True,True,kr,grandmaster
HOIWPrMafjkho5avLVBazUGQ18OhcQxL2m5Pym6Wvlc64sA7GcphJwqeZSq2K-JCsfSTqjwQCnMqnA,1123,I,105,78,False,False,True,False,kr,grandmaster
NdN_DOtJmQYk4IRIDYJ9UAQDNozhEslU6mf43PCFnPppN4DNdJDPa5-VmsEhl1yZZsUQf5xo_s7iXg,1122,I,131,134,True,False,False,False,kr,grandmaster
6Y0rmzRQOVUaTtAD5NjO-jw2PoeyNjv50dF5sqrkLKvy8rbOeaNvUZbqz5GeZ-usrXKDLI3XO266Pg,1122,I,74,51,False,False,False,False,kr,grandmaster
QiSgISpiZS7MBKGGWMnnt_YP5tnBBoqjFThPAB4dbyzzHzCL-j3GxXiuXfOmljCDojVK-gUmsmTQDA,1121,I,256,232,False,False,False,False,kr,grandmaster
jDtuasmkiJSYLuux8ckNIc-IN_C01dnRYk3eFbzvQEg-IPPpZ_b2x4_euLSx39Lc6LAoxOQzWcGb5Q,1121,I,173,133,False,False,False,False,kr,grandmaster
RBlU5ZXypHqoqu5auWknO7P3fSKEGD1Af6GbpAlQzvu8OJTkt-aHz9gWiFthRgMLUwWtdOH-uqg3nw,1121,I,118,83,False,False,False,False,kr,grandmaster
aisIUzzCbs3vf_QkvZKoL6NouJsYiGfOln7Ayw_fQ6hCk_JlQEpfboWDZEvEXNWd9XD5bFkJ-C4QGA,1121,I,91,71,False,False,True,False,kr,grandmaster
LPjl0eggl5iP3cAkPIbgLcQWdcW1q52QhtIKeQ_o1_hyE__cc8ctJPQuuYp-IGXaNiICaKOLcnboHQ,1121,I,84,68,False,False,True,False,kr,grandmaster
KzK9kFpZxBcSJlIFU70Z0yYmhObMsV5R9srt4uMfYDphf0szvbK9jhIiPMroqdZ7UUaquqD6HlAtEQ,1120,I,279,246,True,False,False,False,kr,grandmaster
7jspXZ6Gh1FTH7FL-soZXlq4dJW6nvmlon23X19XGD1JbICCRJ5HiH80NNhqo3RiyWlg0qwn4H6SFg,1120,I,230,200,False,False,False,True,kr,grandmaster
hlSjku2GawMP14GAkvySq5bNg-ytbaOie_CzfNoxP5kRtIFn9_5OqW9jw14O7i_38tELzq0oB97vng,1120,I,110,70,False,False,False,False,kr,grandmaster
4H3JWGIjauP8ioizJmZGghRByWe2KBQ43kwG0amQre2_UJGcb8UGTOEt5zn4JGi7UG1agNYZ4BDYkg,1119,I,164,155,False,False,True,False,kr,grandmaster
BfEOJ3efMUy-3jfrc9_m7dvYhBOu8yvsNwaBzJqY8iZs5-r08y5WmNbQ0iJpWn1mGhFW0o3lQUUGLw,1119,I,147,126,False,False,True,False,kr,grandmaster
LW7opqBXNQgWegyR3NDyU1I7mSjKu07FDM5IWxgtsWsYq91cdGxNN9lAOCN_zyOY8s3aI6n8h2oz0w,1118,I,170,145,False,False,True,False,kr,grandmaster
9_aupfYmbjkn9IC9wyLIeE8vUA569GaZkJQhJ5Xc0wEFy4tQpMPmM_85bmgT5cG9PEyx9boRuLrqUg,1118,I,150,120,False,False,False,True,kr,grandmaster
rVoSfyoTfe2jQzHS8USauTzVOYogzQFrbpYPlaa--aNZjqtTjTKJ5j_mpmdCc6zZ3S_pawox3YUBoA,1118,I,100,64,False,False,True,False,kr,grandmaster
iOmRN0bqOpDJz-bQDMk61s6yDIJb7rNS4xbqShsjRZqqOyXJgx38UdzXJWp3vSAShcyhJ05F-dGFnQ,1117,I,282,283,False,False,True,False,kr,grandmaster
r4s6E9C96IQN4_sxEEsz7ZhVngLyVIc_g9ehlu9ChTUminf53wbV1yPhMTqJS8jgO7AC-AgSy5oiWA,1117,I,246,233,False,False,False,True,kr,grandmaster
c0nIBOdwo0bk1ZQeaVLOBPEo5OubJ-Wq5LDt-lY6Ryq1I08BYZfGUED9dPQ88zifbajO0fosmG5Osw,1117,I,195,163,False,False,False,False,kr,grandmaster
pn-wsB1agjKVrge_fORykdiujw9rvZ2NZ5kUvV-8wX9nw4c-2kWEAx4ngcRgehHxUKUoi872iXHHFA,1117,I,164,135,False,False,True,True,kr,grandmaster
2rZQuGnxfRDlNWs_o6MtUa7dKgOCsHE3MWy2IMSDPHNsbUbfoUXNOmhZCGU5GLVFlA2DTCYF5N1C4Q,1117,I,137,118,False,False,False,False,kr,grandmaster
QZvciMa_7ba7qwWFsYS_y7dehF_opbxdbHU7wPAJdoZTkTwVDle70SndDGVBkf1Obfi2sfAX-J7oRQ,1116,I,96,52,False,False,False,False,kr,grandmaster
gny06qF4jweh9wTb622ch9kA6QoevggmCC53dlobe0oEEFQYBiKJNHX_fif_AukLxzGIP7ACm9U7JQ,1115,I,269,234,False,False,False,False,kr,grandmaster
MwUiSkO75lcmA4imvuGn9QbBslFp0bmpMkXVuW365Q4pZL4wekv3VzaChHkjnzpuXRDeJHdMMEqy9A,1115,I,175,111,False,False,False,False,kr,grandmaster
2VByNNGzBMTFTkPYhF80YdVuU3vJlnuZXKzNCTQrl00XJKVJdpJyQFk9vSC6Z8tFhke2KhTP7qV2xA,1115,I,127,114,False,False,True,True,kr,grandmaster
ZKaJuqs3UuZeUNTiyOzZe3L4NAM6dJZz51fkOCeFOef_CeUDt2UGlO57CI33rVQIaas0nW3L9mx1WA,1114,I,212,204,False,False,True,False,kr,grandmaster
Qx8gc-bhPCXaeBk_upGUralfCWInGNSt2H4dZGAbnzN3lrpII5TA9hysuuxHoZjeSri2Ao0uBW79Pg,1114,I,197,169,False,False,True,False,kr,grandmaster
S-DaHm3Ihts1xy9BUUvfYionn36vXdNN3x4nBCzjPlndYq4HZVAv5HBJpbhqn6QEtke4AgSMCqbtxQ,1114,I,127,111,False,False,True,True,kr,grandmaster
_ab0GdlZVkec-ifwpJMSUnpdZm7DWAW08mtFi8A1Mc57LHC7tAN3qETHNX0E3X0ohpons0yuG4BcEQ,1114,I,116,96,False,False,False,False,kr,grandmaster
Mw93Z-_LFeRXsP-bXvO1MkSjvebUFZz8WISaQON0cUjdV1HP7ZSZVgioQlMIL6cJwXChfhsVtol8fw,1113,I,318,276,False,False,True,False,kr,grandmaster
1gKAk9GHfUWet5XbKiUX0Bs3Q8CQJ1I38Y4CLvTJoRuECFAJWZlSqhUr5hlmjpxcsLG6H3wxrK8dRw,1113,I,263,243,False,False,True,True,kr,grandmaster
